venue,title,event_type,date,hall,description,url,price
Concertgebouw,Finale Steinway Pianoconcours 2026,Concert,"zo 15 mrt 2026, 14:15 - 18:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/11279522-finale-steinway-pianoconcours-2026,"v.a. EUR 19,00"
Concertgebouw,Yuja Wang speelt Ravels Pianoconcert voor de linkerhand,Luisteren,"di 17 mrt 2026, 20:15 - 22:20",Grote Zaal,"Debussy La mer, trois esquisses symphoniques, L. 109 Ravel Pianoconcert voor de linkerhand in D",https://www.concertgebouw.nl/concerten/7605197-yuja-wang-speelt-ravels-pianoconcert-voor-de-linkerhand,"v.a. EUR 29,00"
Concertgebouw,Gratis Lunchconcert: Aires Tropicales Quintet,Gratis Lunchconcert,"wo 18 mrt 2026, 12:30 - 13:00",Kleine Zaal,Segundo Chan Chan (arr. A. Castillo) Gillespie Manteca (arr. C. Calzadilla),https://www.concertgebouw.nl/concerten/36977902-gratis-lunchconcert-aires-tropicales-quintet,Gratis
Concertgebouw,Klaus Mäkelä & Orchestre de Paris: Rachmaninoff & Franck,Concert,"wo 18 mrt 2026, 20:15 - 22:10",Grote Zaal,"Franck Symfonie in d Rachmaninoff Pianoconcert nr. 2 in c, op. 18",https://www.concertgebouw.nl/concerten/7605198-klaus-makela-orchestre-de-paris-rachmaninoff-franck,"v.a. EUR 35,00 [Laatste kaarten]"
Concertgebouw,"Ryuichi Sakamoto's 1996 - Helena Basilova, Jeffrey Bruinsma & Geneviève Verhage",Concert,"wo 18 mrt 2026, 20:15 - 21:15",Kleine Zaal,,https://www.concertgebouw.nl/concerten/8713409-ryuichi-sakamotos-1996---helena-basilova-jeffrey-bruinsma-genevieve-verhage,"v.a. EUR 19,00"
Concertgebouw,Tony Siqi Yun: Beethovens 'Waldstein' en Brahms,Concert,"do 19 mrt 2026, 20:15 - 22:20",Kleine Zaal,"Brahms Sonate nr. 3 in f, op. 5 Berio Wasserklavier",https://www.concertgebouw.nl/concerten/8110221-tony-siqi-yun-beethovens-waldstein-en-brahms,"v.a. EUR 25,00"
Concertgebouw,Matthäus-Passion met passie,Luisteren,"vr 20 mrt 2026, 19:30 - 22:15",Grote Zaal,,https://www.concertgebouw.nl/concerten/13173394-matthaus-passion-met-passie,"v.a. EUR 37,50 [Laatste kaarten]"
Concertgebouw,Takács Quartet speelt Beethoven en Haydn,Concert,"vr 20 mrt 2026, 20:15 - 22:35",Kleine Zaal,"Beethoven Strijkkwartet in cis, op. 131 Assad Nexus (In opdracht van Justus Schlichting voor het Segerstrom Center, Costa Mesa in partnerschap met medeopdrachtgevers Carnegie Hall, University of Maryland, Middlebury College, Broad Stage, Chamber Music in Napa Valley Portland Friends of Chamber Music)",https://www.concertgebouw.nl/concerten/8110488-takacs-quartet-speelt-beethoven-en-haydn,"v.a. EUR 35,00"
Concertgebouw,Kinderen voor Kinderen zangworkshop (6+),Concert,"za 21 mrt 2026, 12:00 - 13:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/13173964-kinderen-voor-kinderen-zangworkshop-6,"v.a. EUR 11,00 [UITVERKOCHT]"
Concertgebouw,Karina Canellakis dirigeert Peter Grimes van Britten,Concert,"za 21 mrt 2026, 13:00 - 16:20",Grote Zaal,,https://www.concertgebouw.nl/concerten/8923972-karina-canellakis-dirigeert-peter-grimes-van-britten,"v.a. EUR 71,00"
Concertgebouw,Kinderen voor Kinderen zangworkshop (6+),Concert,"za 21 mrt 2026, 14:00 - 15:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/13173965-kinderen-voor-kinderen-zangworkshop-6,"v.a. EUR 11,00 [UITVERKOCHT]"
Concertgebouw,Kinderen voor Kinderen zangworkshop (6+),Concert,"za 21 mrt 2026, 16:00 - 17:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/13173966-kinderen-voor-kinderen-zangworkshop-6,"v.a. EUR 11,00 [UITVERKOCHT]"
Concertgebouw,Bruckners Symfonie nr. 5 door Hartmut Haenchen en Nederlands Philharmonisch,Luisteren,"za 21 mrt 2026, 20:15 - 21:45",Grote Zaal,,https://www.concertgebouw.nl/concerten/9133502-bruckners-symfonie-nr.-5-door-hartmut-haenchen-en-nederlands-philharmonisch,"v.a. EUR 35,00"
Concertgebouw,Takács Quartet speelt Beethoven en Haydn,Concert,"za 21 mrt 2026, 20:15 - 22:35",Kleine Zaal,"Beethoven Strijkkwartet in cis, op. 131 Assad Nexus (In opdracht van Justus Schlichting voor het Segerstrom Center, Costa Mesa in partnerschap met medeopdrachtgevers Carnegie Hall, University of Maryland, Middlebury College, Broad Stage, Chamber Music in Napa Valley Portland Friends of Chamber Music)",https://www.concertgebouw.nl/concerten/8110489-takacs-quartet-speelt-beethoven-en-haydn,"v.a. EUR 35,00"
Concertgebouw,The Image of Melancholy: John Dowland en Henry Purcell,Concert,"zo 22 mrt 2026, 11:00 - 12:00",Kleine Zaal,traditioneel When Daphne from Fair Phoebus Did Fly Lanier Loves Constancy 'No more shall Meads be deckt with flowers',https://www.concertgebouw.nl/concerten/7557171-the-image-of-melancholy-john-dowland-en-henry-purcell,"v.a. EUR 25,00 [Laatste kaarten]"
Concertgebouw,Concertgebouworkest Kinderconcert: Romeo en Julia (6+),Concert,"zo 22 mrt 2026, 13:00 - 14:00",Grote Zaal,,https://www.concertgebouw.nl/concerten/11065586-concertgebouworkest-kinderconcert-romeo-en-julia-6,"v.a. EUR 11,00 [Laatste kaarten]"
Concertgebouw,Concertgebouworkest Kinderconcert: Romeo en Julia (6+),Concert,"zo 22 mrt 2026, 15:30 - 16:30",Grote Zaal,,https://www.concertgebouw.nl/concerten/11065587-concertgebouworkest-kinderconcert-romeo-en-julia-6,"v.a. EUR 11,00 [Laatste kaarten]"
Concertgebouw,Babyconcert (0 t/m 18 maanden),Concert,"ma 23 mrt 2026, 09:30 - 10:00",,,https://www.concertgebouw.nl/concerten/13173967-babyconcert-0-t-m-18-maanden,"v.a. EUR 24,00 [UITVERKOCHT]"
Concertgebouw,Babyconcert (0 t/m 18 maanden),Concert,"ma 23 mrt 2026, 10:30 - 11:00",,,https://www.concertgebouw.nl/concerten/13173968-babyconcert-0-t-m-18-maanden,"v.a. EUR 24,00 [UITVERKOCHT]"
Concertgebouw,Babyconcert (0 t/m 18 maanden),Concert,"ma 23 mrt 2026, 11:30 - 12:00",,,https://www.concertgebouw.nl/concerten/13173969-babyconcert-0-t-m-18-maanden,"v.a. EUR 24,00 [UITVERKOCHT]"
Concertgebouw,Zing-Cirkel Concertgebouw,Concert,"di 24 mrt 2026, 10:00 - 12:00",,,https://www.concertgebouw.nl/concerten/14577649-zing-cirkel-concertgebouw,"v.a. EUR 20,00"
Concertgebouw,Zing-Cirkel Concertgebouw,Concert,"di 24 mrt 2026, 13:00 - 15:00",,,https://www.concertgebouw.nl/concerten/14577651-zing-cirkel-concertgebouw,"v.a. EUR 20,00"
Concertgebouw,Scherpdenkers: Ramsey Nasr en Calefax Rietkwintet – Klassieke obsessie,Concert,"di 24 mrt 2026, 20:15 - 21:35",Kleine Zaal,,https://www.concertgebouw.nl/concerten/8508211-scherpdenkers-ramsey-nasr-en-calefax-rietkwintet---klassieke-obsessie,"v.a. EUR 29,00 [UITVERKOCHT]"
Concertgebouw,Peuterconcert: Muzieknootjes (2+),Concert,"wo 25 mrt 2026, 09:30 - 10:30",,,https://www.concertgebouw.nl/concerten/13173970-peuterconcert-muzieknootjes-2,"v.a. EUR 18,00 [UITVERKOCHT]"
Concertgebouw,Peuterconcert: Muzieknootjes (2+),Concert,"wo 25 mrt 2026, 11:30 - 12:30",,,https://www.concertgebouw.nl/concerten/13173971-peuterconcert-muzieknootjes-2,"v.a. EUR 18,00 [UITVERKOCHT]"
Concertgebouw,Gratis Lunchconcert: Prinses Christina Jazz Concours,Gratis Lunchconcert,"wo 25 mrt 2026, 12:30 - 13:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/36977903-gratis-lunchconcert-prinses-christina-jazz-concours,Gratis
Concertgebouw,Peuterconcert: Muzieknootjes (2+),Concert,"wo 25 mrt 2026, 15:00 - 16:00",,,https://www.concertgebouw.nl/concerten/13173972-peuterconcert-muzieknootjes-2,"v.a. EUR 18,00 [UITVERKOCHT]"
Concertgebouw,Rising Stars: Maat Saxophone Quartet,Luisteren,"wo 25 mrt 2026, 20:15 - 22:35",Kleine Zaal,"Vrebalov Four faces, four wings (In opdracht van Gulbenkian Lisbon, Casa da Musica Porto, Philharmonie Paris, ECHO) Gershwin Porgy, I is Your Woman Now",https://www.concertgebouw.nl/concerten/8505069-rising-stars-maat-saxophone-quartet,"v.a. EUR 19,00"
Concertgebouw,TwoSet Violin World Tour: Sacrilegious Games,Concert,"do 26 mrt 2026, 20:15 - 21:50",Grote Zaal,,https://www.concertgebouw.nl/concerten/43353320-twoset-violin-world-tour-sacrilegious-games,"v.a. EUR 49,00"
Concertgebouw,Sjostakovitsj 120: Kamermuziek met de Familie Ferschtman (deel 3),Concert,"do 26 mrt 2026, 20:15 - 22:35",Kleine Zaal,"Sjostakovitsj Zeven romances op teksten van Aleksander Blok, op. 127 Sjostakovitsj Symfonie nr. 15 in A, op. 141",https://www.concertgebouw.nl/concerten/8503292-sjostakovitsj-120-kamermuziek-met-de-familie-ferschtman-deel-3,"v.a. EUR 35,00"
Concertgebouw,N∆BOU,Concert,"do 26 mrt 2026, 20:15 - 21:30",,,https://www.concertgebouw.nl/concerten/27827918-n-bou,"v.a. EUR 19,00"
Concertgebouw,Klaus Mäkelä dirigeert de Matthäus-Passion bij het Concertgebouworkest,Luisteren,"vr 27 mrt 2026, 19:00 - 22:20",Grote Zaal,,https://www.concertgebouw.nl/concerten/11065589-klaus-makela-dirigeert-de-matthaus-passion-bij-het-concertgebouworkest,"v.a. EUR 29,00 [UITVERKOCHT]"
Concertgebouw,Nieuwe Blik Terug: Surinaamse componisten,Concert,"vr 27 mrt 2026, 20:15 - 21:45",Kleine Zaal,,https://www.concertgebouw.nl/concerten/8507561-nieuwe-blik-terug-surinaamse-componisten,"v.a. EUR 25,00"
Concertgebouw,KCOV Amsterdam zingt de Johannes-Passion van Bach,Luisteren,"za 28 mrt 2026, 13:30 - 16:00",Grote Zaal,,https://www.concertgebouw.nl/concerten/35922251-kcov-amsterdam-zingt-de-johannes-passion-van-bach,"v.a. EUR 41,00"
Concertgebouw,Familieconcert: Be Matthäus (8+),Familieconcert,"za 28 mrt 2026, 13:30 - 14:30",Kleine Zaal,,https://www.concertgebouw.nl/concerten/13173973-familieconcert-be-matthaus-8,"v.a. EUR 19,00"
Concertgebouw,Familieconcert: Be Matthäus (8+),Familieconcert,"za 28 mrt 2026, 15:30 - 16:30",Kleine Zaal,,https://www.concertgebouw.nl/concerten/13173974-familieconcert-be-matthaus-8,"v.a. EUR 19,00"
Concertgebouw,Bachs Matthäus-Passion door Nederlands Kamerorkest & René Jacobs,Luisteren,"za 28 mrt 2026, 19:30 - 22:35",Grote Zaal,,https://www.concertgebouw.nl/concerten/9133503-bachs-matthaus-passion-door-nederlands-kamerorkest-rene-jacobs,"v.a. EUR 35,00"
Concertgebouw,Challem – album release concert,Concert,"za 28 mrt 2026, 20:15 - 21:30",Kleine Zaal,,https://www.concertgebouw.nl/concerten/32631989-challem---album-release-concert,"v.a. EUR 19,00"
Concertgebouw,Brahms’ Klarinetkwintet door Animato Kwartet en Jelmer de Moed,Concert,"zo 29 mrt 2026, 11:00 - 12:00",Kleine Zaal,"Brahms Klarinetkwintet in b, op. 115 Mozart Strijkkwartet in Bes, KV 589 'Pruisisch'",https://www.concertgebouw.nl/concerten/7557172-brahms-klarinetkwintet-door-animato-kwartet-en-jelmer-de-moed,"v.a. EUR 25,00 [Laatste kaarten]"
Concertgebouw,Klaus Mäkelä dirigeert de Matthäus-Passion bij het Concertgebouworkest,Luisteren,"zo 29 mrt 2026, 12:00 - 15:20",Grote Zaal,,https://www.concertgebouw.nl/concerten/11065590-klaus-makela-dirigeert-de-matthaus-passion-bij-het-concertgebouworkest,"v.a. EUR 29,00 [UITVERKOCHT]"
Concertgebouw,Ciconia Consort & Alexander Warenberg: In de ban van de Ring,Concert,"zo 29 mrt 2026, 14:30 - 16:35",Kleine Zaal,"K.A. Hartmann Symfonie nr. 4 Karlowicz Serenade in C, op. 2",https://www.concertgebouw.nl/concerten/12433758-ciconia-consort-alexander-warenberg-in-de-ban-van-de-ring,"v.a. EUR 29,00"
Concertgebouw,KCOV Excelsior zingt Bachs Johannes-Passion,Luisteren,"zo 29 mrt 2026, 20:15 - 22:50",Grote Zaal,,https://www.concertgebouw.nl/concerten/40359352-kcov-excelsior-zingt-bachs-johannes-passion,"v.a. EUR 40,00"
Concertgebouw,Mathias Eick Quartet,Concert,"zo 29 mrt 2026, 20:15 - 22:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/32839898-mathias-eick-quartet,"v.a. EUR 25,00"
Concertgebouw,Bachs Matthäus-Passion door Pygmalion & Raphaël Pichon,Luisteren,"di 31 mrt 2026, 19:30 - 22:40",Grote Zaal,,https://www.concertgebouw.nl/concerten/8110222-bachs-matthaus-passion-door-pygmalion-raphael-pichon,"v.a. EUR 39,00 [UITVERKOCHT]"
Concertgebouw,Gratis Lunchconcert: Sweelinck Academie,Gratis Lunchconcert,"wo 1 apr 2026, 12:30 - 13:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/36977904-gratis-lunchconcert-sweelinck-academie,Gratis
Concertgebouw,Bachs Matthäus-Passion door de Nederlandse Bachvereniging,Luisteren,"wo 1 apr 2026, 19:30 - 22:35",Grote Zaal,,https://www.concertgebouw.nl/concerten/8110223-bachs-matthaus-passion-door-de-nederlandse-bachvereniging,"v.a. EUR 29,00 [Laatste kaarten]"
Concertgebouw,Mathilde Santing - Fidelity,Concert,"wo 1 apr 2026, 20:15 - 21:45",Kleine Zaal,,https://www.concertgebouw.nl/concerten/28662248-mathilde-santing---fidelity,"v.a. EUR 25,00 [UITVERKOCHT]"
Concertgebouw,Matthäus-Passion met passie,Luisteren,"vr 3 apr 2026, 13:30 - 16:15",Grote Zaal,,https://www.concertgebouw.nl/concerten/13173395-matthaus-passion-met-passie,"v.a. EUR 37,50"
Concertgebouw,Toonkunstkoor Amsterdam zingt Bachs Matthäus-Passion,Luisteren,"vr 3 apr 2026, 19:30 - 22:50",Grote Zaal,,https://www.concertgebouw.nl/concerten/33636020-toonkunstkoor-amsterdam-zingt-bachs-matthaus-passion,"v.a. EUR 50,00"
Concertgebouw,Nina June with string quartet,Concert,"vr 3 apr 2026, 20:15 - 21:45",Kleine Zaal,,https://www.concertgebouw.nl/concerten/14239462-nina-june-with-string-quartet,"v.a. EUR 19,00 [UITVERKOCHT]"
Concertgebouw,Matthäus-Passion met passie,Luisteren,"za 4 apr 2026, 14:15 - 17:00",Grote Zaal,,https://www.concertgebouw.nl/concerten/13173396-matthaus-passion-met-passie,"v.a. EUR 37,50"
Concertgebouw,Pergolesi’s ontroerende Stabat mater,Luisteren,"za 4 apr 2026, 19:00 - 21:00",Grote Zaal,"Boccherini Stabat mater in f, G. 532, op. 61 Vivaldi Stabat mater, RV 621",https://www.concertgebouw.nl/concerten/14281543-pergolesis-ontroerende-stabat-mater,"v.a. EUR 37,50 [Laatste kaarten]"
Concertgebouw,Haydn's Celloconcert in C en Brahms' Haydn-variaties,Concert,"zo 5 apr 2026, 11:00 - 12:00",Grote Zaal,"Haydn Celloconcert in C, Hob. VIIb: 1 Brahms Variaties op een thema van J. Haydn in Bes, op. 56a",https://www.concertgebouw.nl/concerten/7557173-haydns-celloconcert-in-c-en-brahms-haydn-variaties,"v.a. EUR 21,00"
Concertgebouw,Matthäus-Passion met passie,Luisteren,"zo 5 apr 2026, 14:15 - 17:00",Grote Zaal,,https://www.concertgebouw.nl/concerten/13173397-matthaus-passion-met-passie,"v.a. EUR 37,50"
Concertgebouw,Matthäus-Passion met passie,Luisteren,"ma 6 apr 2026, 14:15 - 17:00",Grote Zaal,,https://www.concertgebouw.nl/concerten/13173398-matthaus-passion-met-passie,"v.a. EUR 37,50"
Concertgebouw,Ichiko Aoba - Across The Oceans Tour 2026,Concert,"di 7 apr 2026, 20:15 - 22:15",Grote Zaal,,https://www.concertgebouw.nl/concerten/32631990-ichiko-aoba---across-the-oceans-tour-2026,"v.a. EUR 29,00 [Laatste kaarten]"
Concertgebouw,Gratis Lunchconcert: jongNBE,Gratis Lunchconcert,"wo 8 apr 2026, 12:30 - 13:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/36977905-gratis-lunchconcert-jongnbe,Gratis
Concertgebouw,Grote Pianisten: Ronald Brautigam speelt Beethovens 'Appassionata' en Schubert,Luisteren,"wo 8 apr 2026, 20:15 - 22:15",Grote Zaal,"Schubert Sonate in A, D 959 Beethoven Sonate nr. 23 in f, op. 57 'Appassionata'",https://www.concertgebouw.nl/concerten/7604257-grote-pianisten-ronald-brautigam-speelt-beethovens-appassionata-en-schubert,"v.a. EUR 19,00"
Concertgebouw,Nino Gvetadze en Goldmund Quartett met Dvořák en Schumann,Concert,"wo 8 apr 2026, 20:15 - 22:00",Kleine Zaal,"Dvořák Pianokwintet nr. 2 in A, op. 81 Schumann Pianokwintet in Es, op. 44",https://www.concertgebouw.nl/concerten/8713410-nino-gvetadze-en-goldmund-quartett-met-dvorak-en-schumann,"v.a. EUR 29,00"
Concertgebouw,"Bachs Hohe Messe door accentus, Monteverdi Choir, Insula orchestra & Laurence Equilbey",Luisteren,"do 9 apr 2026, 20:15 - 22:05",Grote Zaal,,https://www.concertgebouw.nl/concerten/21204088-bachs-hohe-messe-door-accentus-monteverdi-choir-insula-orchestra-laurence-equilbey,"v.a. EUR 29,00"
Concertgebouw,Masterpieces Unboxed: Moesorgski's Schilderijententoonstelling,Concert,"do 9 apr 2026, 20:30 - 22:50",Kleine Zaal,,https://www.concertgebouw.nl/concerten/8507466-masterpieces-unboxed-moesorgskis-schilderijententoonstelling,"v.a. EUR 17,00"
Concertgebouw,Concertgebouworkest speelt Tsjaikovski's Symfonie nr. 4,Concert,"vr 10 apr 2026, 20:15 - 22:10",Grote Zaal,"Tsjaikovski Symfonie nr. 4 in f, op. 36 Poulenc Orgelconcert in g",https://www.concertgebouw.nl/concerten/11065591-concertgebouworkest-speelt-tsjaikovskis-symfonie-nr.-4,"v.a. EUR 20,00"
Concertgebouw,Gabriel Ríos soleert,Concert,"vr 10 apr 2026, 20:15 - 22:00",Kleine Zaal,,https://www.concertgebouw.nl/concerten/29496506-gabriel-rios-soleert,"v.a. EUR 19,00"
Concertgebouw,KleuterSinfonietta: Speelgoedfabriek Tokkel en Strijk (4 en 5 jaar),Concert,"za 11 apr 2026, 10:00 - 11:00",,,https://www.concertgebouw.nl/concerten/12286208-kleutersinfonietta-speelgoedfabriek-tokkel-en-strijk-4-en-5-jaar,"v.a. EUR 18,00 [Laatste kaarten]"
Concertgebouw,KleuterSinfonietta: Speelgoedfabriek Tokkel en Strijk (4 en 5 jaar),Concert,"za 11 apr 2026, 12:00 - 13:00",,,https://www.concertgebouw.nl/concerten/12286213-kleutersinfonietta-speelgoedfabriek-tokkel-en-strijk-4-en-5-jaar,"v.a. EUR 18,00 [UITVERKOCHT]"
Concertgebouw,KleuterSinfonietta: Speelgoedfabriek Tokkel en Strijk (4 en 5 jaar),Concert,"za 11 apr 2026, 14:00 - 15:00",,,https://www.concertgebouw.nl/concerten/12286216-kleutersinfonietta-speelgoedfabriek-tokkel-en-strijk-4-en-5-jaar,"v.a. EUR 18,00 [UITVERKOCHT]"
Concertgebouw,Stravinsky's Petroesjka en nieuw werk van Wohl,Concert,"za 11 apr 2026, 14:15 - 16:15",Grote Zaal,"Stravinsky Petroesjka Wohl Pianoconcert (In opdracht van NTR ZaterdagMatinee, mede mogelijk gemaakt door de Vrienden van de Matinee)",https://www.concertgebouw.nl/concerten/8923973-stravinskys-petroesjka-en-nieuw-werk-van-wohl,"v.a. EUR 45,00"
Concertgebouw,Beethovens magistrale Tripelconcert met het Storioni Trio,Luisteren,"zo 12 apr 2026, 11:00 - 12:00",Grote Zaal,"Haydn Symfonie nr. 82 in C 'L'ours' Beethoven Tripelconcert in C, op. 56",https://www.concertgebouw.nl/concerten/7557174-beethovens-magistrale-tripelconcert-met-het-storioni-trio,"v.a. EUR 21,00"
Concertgebouw,Concertgebouworkest speelt Tsjaikovski's Symfonie nr. 4,Concert,"zo 12 apr 2026, 14:15 - 16:10",Grote Zaal,"Tsjaikovski Symfonie nr. 4 in f, op. 36 Poulenc Orgelconcert in g",https://www.concertgebouw.nl/concerten/11065615-concertgebouworkest-speelt-tsjaikovskis-symfonie-nr.-4,"v.a. EUR 20,00"
Concertgebouw,Ludmila Berlinskaya en Kazakh Quartet in Sjostakovitsj’ Pianokwintet,Luisteren,"zo 12 apr 2026, 14:15 - 16:10",Kleine Zaal,"Sjostakovitsj Pianokwintet in g, op. 57 Zhubanova Strijkkwartet nr. 1",https://www.concertgebouw.nl/concerten/45256854-ludmila-berlinskaya-en-kazakh-quartet-in-sjostakovitsj-pianokwintet,"v.a. EUR 25,00"
Concertgebouw,Master of Film Music: Ennio Morricone,Concert,"ma 13 apr 2026, 20:15 - 22:30",Grote Zaal,,https://www.concertgebouw.nl/concerten/12030952-master-of-film-music-ennio-morricone,"v.a. EUR 25,00 [Laatste kaarten]"
Concertgebouw,Master of Film Music: Ennio Morricone,Concert,"di 14 apr 2026, 20:15 - 22:30",Grote Zaal,,https://www.concertgebouw.nl/concerten/12030953-master-of-film-music-ennio-morricone,"v.a. EUR 25,00 [Laatste kaarten]"
Concertgebouw,Close-up Concertgebouworkest: Sextetten en trio's,Concert,"di 14 apr 2026, 20:15 - 22:10",Kleine Zaal,"Brahms Strijksextet nr. 2 in G, op. 36 Kodály Intermezzo",https://www.concertgebouw.nl/concerten/8506297-close-up-concertgebouworkest-sextetten-en-trios,"v.a. EUR 38,00"
Concertgebouw,Kian Soltani en Jae Hong Park spelen Schuberts 'Arpeggione',Luisteren,"wo 15 apr 2026, 20:15 - 22:05",Kleine Zaal,"Rachmaninoff Sonate in g, op. 19 Schubert Sonate in a, D 821 'Arpeggione'",https://www.concertgebouw.nl/concerten/8508213-kian-soltani-en-jae-hong-park-spelen-schuberts-arpeggione,"v.a. EUR 29,00"
Concertgebouw,Gratis Lunchconcert: Codarts Symfonieorkest,Gratis Lunchconcert,"do 16 apr 2026, 12:30 - 13:00",Grote Zaal,"Sibelius Symfonie nr. 7 in C, op. 105 Nielsen Ouverture 'Helios', op. 17",https://www.concertgebouw.nl/concerten/36977906-gratis-lunchconcert-codarts-symfonieorkest,Gratis
Concertgebouw,Peter Somuah Group,Concert,"do 16 apr 2026, 19:30 - 20:30",,,https://www.concertgebouw.nl/concerten/42706587-peter-somuah-group,"v.a. EUR 25,00"
Concertgebouw,Beethovens Vijfde en Tsjaikovski’s Vioolconcert met Fabiola Kim,Luisteren,"do 16 apr 2026, 20:15 - 22:35",Grote Zaal,"Beethoven Symfonie nr. 5 in c, op. 67 Tsjaikovski Vioolconcert in D, op. 35",https://www.concertgebouw.nl/concerten/14669584-beethovens-vijfde-en-tsjaikovskis-vioolconcert-met-fabiola-kim,"v.a. EUR 20,00"
Concertgebouw,"Concertgebouworkest speelt Dvořáks Symfonie nr. 9, ‘Uit de Nieuwe Wereld’",Luisteren,"vr 17 apr 2026, 20:15 - 22:15",Grote Zaal,"Dvořák Symfonie nr. 9 in e, op. 95 'Uit de Nieuwe Wereld' Zuidam Orewoet (In opdracht van het Concertgebouworkest)",https://www.concertgebouw.nl/concerten/11065616-concertgebouworkest-speelt-dvoraks-symfonie-nr.-9-uit-de-nieuwe-wereld,"v.a. EUR 20,00"
